item_id,model_id,precision,no_rag,with_rag
clinical_astra_b03_008,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_008,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_008,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_008,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_008,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_008,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_008,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_008,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_008,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_008,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_008,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b03_008,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b03_008,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b03_008,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b03_008,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_008,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_009,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_009,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_009,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b03_009,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b03_009,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_009,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_009,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_009,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_009,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_009,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_009,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_009,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_009,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_009,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,1.0
clinical_astra_b03_009,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_010,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_010,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b03_010,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b03_010,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_010,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_010,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_010,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_010,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_010,google/gemma-3-27b-it,NF4,0.0,1.0
clinical_astra_b03_010,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_010,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_010,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_010,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b03_010,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b03_010,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b03_010,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_010,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_011,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_011,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_011,XHToken/Spark-X2.5-4B,BF16,1.0,0.0
clinical_astra_b03_011,XHToken/Spark-X2.5-4B,NF4,1.0,0.0
clinical_astra_b03_011,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_011,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_011,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_011,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_011,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_011,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_011,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b03_011,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b03_011,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_011,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_012,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_012,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_012,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b03_012,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b03_012,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_012,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_012,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_012,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_012,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_012,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_012,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_012,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_012,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_012,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b03_012,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b03_012,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b03_012,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_012,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_013,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_013,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_013,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_013,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_013,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_013,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_013,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_013,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_013,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_013,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_013,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_013,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b03_013,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b03_013,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b03_013,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_013,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_014,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_014,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_014,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b03_014,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b03_014,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_014,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_014,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_014,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_014,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_014,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_014,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_014,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_014,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_014,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b03_014,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b03_014,meta-llama/Llama-3.2-1B-Instruct,BF16,1.0,0.0
clinical_astra_b03_014,meta-llama/Llama-3.2-1B-Instruct,NF4,1.0,0.0
clinical_astra_b03_014,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_014,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_015,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_015,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_015,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b03_015,XHToken/Spark-X2.5-4B,NF4,1.0,0.0
clinical_astra_b03_015,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_015,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_015,google/gemma-3-12b-it,BF16,1.0,0.0
clinical_astra_b03_015,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_015,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_015,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_015,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_015,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_015,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_015,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,0.0
clinical_astra_b03_015,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,0.0
clinical_astra_b03_015,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b03_015,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_015,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_016,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_016,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_016,XHToken/Spark-X2.5-4B,BF16,0.0,0.0
clinical_astra_b03_016,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b03_016,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_016,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_016,google/gemma-3-12b-it,BF16,1.0,0.0
clinical_astra_b03_016,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_016,google/gemma-3-27b-it,NF4,1.0,0.0
clinical_astra_b03_016,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_016,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_016,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_016,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b03_016,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b03_016,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b03_016,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_016,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_017,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_017,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_017,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b03_017,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b03_017,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_017,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_017,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_017,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_017,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_017,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_017,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_017,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_017,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_017,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b03_017,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,1.0
clinical_astra_b03_017,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b03_017,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b03_017,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_017,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_018,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_018,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_018,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b03_018,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b03_018,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_018,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_018,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_018,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_018,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_018,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_018,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_018,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_018,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_018,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b03_018,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b03_018,meta-llama/Llama-3.2-1B-Instruct,BF16,1.0,1.0
clinical_astra_b03_018,meta-llama/Llama-3.2-1B-Instruct,NF4,1.0,1.0
clinical_astra_b03_018,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_018,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_019,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b03_019,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b03_019,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b03_019,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b03_019,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_019,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b03_019,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b03_019,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b03_019,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b03_019,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b03_019,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b03_019,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b03_019,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_019,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b03_019,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b03_019,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b03_019,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b03_020,XHToken/Spark-X2.5-4B,BF16,0.0,0.0
clinical_astra_b03_020,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b03_020,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b03_020,google/gemma-3-12b-it,BF16,0.0,0.0
clinical_astra_b03_020,google/gemma-3-12b-it,NF4,0.0,0.0
clinical_astra_b03_020,google/gemma-4-12B-it,BF16,0.0,0.0
clinical_astra_b03_020,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b03_020,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b03_020,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b03_020,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b03_020,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b03_020,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b04_001,Qwen/Qwen3.8-27B,BF16,1.0,0.0
clinical_astra_b04_001,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_001,XHToken/Spark-X2.5-4B,BF16,0.0,0.0
clinical_astra_b04_001,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b04_001,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_001,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_001,google/gemma-3-27b-it,BF16,1.0,0.0
clinical_astra_b04_001,google/gemma-3-27b-it,NF4,1.0,0.0
clinical_astra_b04_001,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_001,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b04_001,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_001,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b04_001,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b04_001,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b04_001,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_001,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_002,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_002,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_002,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b04_002,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b04_002,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_002,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_002,google/gemma-3-12b-it,BF16,0.0,0.0
clinical_astra_b04_002,google/gemma-3-12b-it,NF4,0.0,0.0
clinical_astra_b04_002,google/gemma-3-27b-it,BF16,1.0,0.0
clinical_astra_b04_002,google/gemma-4-12B-it,BF16,0.0,1.0
clinical_astra_b04_002,gpt-5.5-2026-04-23,API,1.0,0.0
clinical_astra_b04_002,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b04_002,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b04_002,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b04_002,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b04_002,microsoft/phi-4,BF16,0.0,0.0
clinical_astra_b04_002,microsoft/phi-4,NF4,0.0,0.0
clinical_astra_b04_003,XHToken/Spark-X2.5-4B,BF16,1.0,0.0
clinical_astra_b04_003,XHToken/Spark-X2.5-4B,NF4,1.0,0.0
clinical_astra_b04_003,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_003,gemini-3.8-flash,API,0.0,1.0
clinical_astra_b04_003,google/gemma-3-27b-it,NF4,0.0,0.0
clinical_astra_b04_003,google/gemma-4-12B-it,BF16,0.0,0.0
clinical_astra_b04_003,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_003,meta-llama/Llama-3.2-1B-Instruct,BF16,1.0,0.0
clinical_astra_b04_003,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b04_003,microsoft/phi-4,BF16,1.0,0.0
clinical_astra_b04_003,microsoft/phi-4,NF4,1.0,0.0
clinical_astra_b04_004,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_004,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_004,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b04_004,XHToken/Spark-X2.5-4B,NF4,1.0,1.0
clinical_astra_b04_004,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_004,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_004,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b04_004,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b04_004,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b04_004,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b04_004,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_004,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b04_004,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_004,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b04_004,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b04_004,meta-llama/Llama-3.2-1B-Instruct,BF16,1.0,0.0
clinical_astra_b04_004,meta-llama/Llama-3.2-1B-Instruct,NF4,1.0,0.0
clinical_astra_b04_004,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_004,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_005,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_005,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b04_005,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_005,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_005,google/gemma-3-12b-it,BF16,1.0,0.0
clinical_astra_b04_005,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b04_005,google/gemma-3-27b-it,NF4,0.0,0.0
clinical_astra_b04_005,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b04_005,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_005,meta-llama/Llama-3.2-1B-Instruct,BF16,1.0,0.0
clinical_astra_b04_005,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b04_005,microsoft/phi-4,NF4,0.0,0.0
clinical_astra_b04_006,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_006,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_006,XHToken/Spark-X2.5-4B,BF16,0.0,0.0
clinical_astra_b04_006,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_006,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_006,google/gemma-3-12b-it,BF16,0.0,0.0
clinical_astra_b04_006,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b04_006,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_006,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b04_006,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b04_006,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b04_006,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b04_006,microsoft/phi-4,NF4,0.0,0.0
clinical_astra_b04_007,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_007,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_007,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_007,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_007,google/gemma-3-12b-it,NF4,0.0,1.0
clinical_astra_b04_007,google/gemma-3-27b-it,BF16,0.0,1.0
clinical_astra_b04_007,google/gemma-3-27b-it,NF4,0.0,1.0
clinical_astra_b04_007,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_007,google/gemma-4-12B-it,NF4,0.0,1.0
clinical_astra_b04_007,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_007,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b04_007,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,1.0
clinical_astra_b04_007,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_007,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_008,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_008,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_008,XHToken/Spark-X2.5-4B,BF16,1.0,1.0
clinical_astra_b04_008,XHToken/Spark-X2.5-4B,NF4,0.0,0.0
clinical_astra_b04_008,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_008,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_008,google/gemma-4-12B-it,NF4,0.0,0.0
clinical_astra_b04_008,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_008,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,0.0
clinical_astra_b04_008,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b04_008,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b04_008,microsoft/phi-4,NF4,1.0,1.0
clinical_astra_b04_009,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_009,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_009,XHToken/Spark-X2.5-4B,BF16,0.0,1.0
clinical_astra_b04_009,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b04_009,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_009,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_009,google/gemma-3-12b-it,BF16,0.0,1.0
clinical_astra_b04_009,google/gemma-3-12b-it,NF4,0.0,1.0
clinical_astra_b04_009,google/gemma-3-27b-it,BF16,0.0,1.0
clinical_astra_b04_009,google/gemma-3-27b-it,NF4,0.0,1.0
clinical_astra_b04_009,google/gemma-4-12B-it,BF16,0.0,1.0
clinical_astra_b04_009,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b04_009,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,1.0
clinical_astra_b04_009,meta-llama/Llama-3.1-8B-Instruct,NF4,0.0,1.0
clinical_astra_b04_009,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,1.0
clinical_astra_b04_009,microsoft/phi-4,BF16,0.0,1.0
clinical_astra_b04_009,microsoft/phi-4,NF4,0.0,1.0
clinical_astra_b04_010,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b04_010,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b04_010,XHToken/Spark-X2.5-4B,NF4,0.0,1.0
clinical_astra_b04_010,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b04_010,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b04_010,google/gemma-3-12b-it,BF16,1.0,1.0
clinical_astra_b04_010,google/gemma-3-12b-it,NF4,1.0,1.0
clinical_astra_b04_010,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b04_010,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b04_010,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b04_010,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b04_010,gpt-5.5-2026-04-23,API,1.0,1.0
